,,,,,Type of Product,,,,,,,,,,,,,,,,,Product Display,,,,,,,Package Type,,,,,,,,
S/N,Latitude,Longitude,Type of Outlet,Specify type of outlet,Type of Product (Combined Response),Coca-Cola,Pepsi,Bigi,RC Cola,7Up,Fanta,Sprite,La Casera,Schweppes,Fayrouz,Mirinda,Mountain Dew,Teem,American Cola,Others,Product Type - Others,Product Display (Combined Response),On shelf/carton,In refridgerator/cooler,On display stand,With consumer (actively being consumed),Others,Product Display - Others,Package Type Combined,PET bottle (50cl/1L),Glass bottle (35cl/60cl),Can (33cl),Others,Package Type - Others,Product with Higher shelf/refrigerator presence,Product with Higher shelf/refrigerator presence - Others,Stock condition
1359,6.5980632,3.2890828,Shop,,Coca-Cola Pepsi Bigi RC Cola 7Up Fanta Sprite La Casera Mirinda Teem American Cola,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,,On shelf/carton On display stand,1,0,1,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Coke,,Well stocked
1360,6.5979265,3.2888724,Shop,,Coca-Cola Pepsi Bigi 7Up Fanta Sprite Mirinda Teem American Cola,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Coke,,Well stocked
1361,6.5977638,3.2886207,Shop,,Coca-Cola 7Up Fanta American Cola,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,,On shelf/carton On display stand,1,0,1,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Coke,,Well stocked
1362,6.5974865,3.2877617,Shop,,Coca-Cola Pepsi Bigi RC Cola 7Up Fanta Sprite La Casera Schweppes Mirinda Teem American Cola,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Coke,,Well stocked
1363,6.5974385,3.2874766,Shop,,Pepsi Coca-Cola Bigi RC Cola 7Up Fanta Sprite La Casera Mirinda Teem American Cola,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,,On shelf/carton On display stand,1,0,1,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Coke,,Well stocked
1364,6.5972919,3.2871987,Kiosk,,Coca-Cola Pepsi Bigi RC Cola 7Up Fanta Sprite La Casera Mirinda Teem American Cola,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Coke,,Well stocked
1365,6.5972847,3.2872186,Shop,,Coca-Cola Pepsi Bigi RC Cola 7Up Fanta Sprite La Casera Mirinda Teem American Cola,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,,On shelf/carton On display stand,1,0,1,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Coke,,Well stocked
1366,6.5971868,3.2868847,Shop,,Coca-Cola Pepsi Bigi RC Cola 7Up Sprite La Casera Schweppes Mirinda Teem American Cola,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,,On shelf/carton On display stand With consumer (actively being consumed),1,0,1,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Coke,,Well stocked
1367,6.5972176,3.2866899,Shop,,Coca-Cola Pepsi Bigi RC Cola 7Up Fanta Sprite Mirinda Teem American Cola,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,,In refridgerator/cooler With consumer (actively being consumed),0,1,0,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Coke,,Well stocked
1368,6.5970868,3.2863218,Shop,,Coca-Cola Pepsi Bigi RC Cola 7Up Fanta Sprite La Casera Schweppes Mirinda Teem American Cola,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,,On shelf/carton On display stand,1,0,1,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Coke,,Well stocked
1369,6.5969565,3.2861467,Restaurant/Bar,,Coca-Cola Pepsi Bigi RC Cola 7Up Fanta Sprite American Cola Teem,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,,On display stand With consumer (actively being consumed),0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Well stocked
1370,6.596869,3.2860088,Shop,,Coca-Cola Pepsi Bigi 7Up Fanta Sprite La Casera American Cola,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Well stocked
1371,6.5966974,3.2857307,Shop,,Coca-Cola Pepsi Bigi 7Up Fanta Sprite La Casera Mirinda American Cola,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,,On shelf/carton On display stand,1,0,1,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Coke,,Well stocked
1372,6.5965097,3.2854099,Shop,,Coca-Cola Pepsi Bigi 7Up Fanta Sprite La Casera Mirinda Teem American Cola,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,,On shelf/carton On display stand,1,0,1,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Coke,,Well stocked
1373,6.5963597,3.2851457,Shop,,Coca-Cola Pepsi 7Up Bigi Fanta Sprite La Casera American Cola,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,,On shelf/carton On display stand,1,0,1,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Coke,,Well stocked
1374,6.5962323,3.2849877,Shop,,Coca-Cola Pepsi Bigi RC Cola 7Up Fanta Sprite La Casera American Cola,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,,On display stand With consumer (actively being consumed),0,0,1,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Coke,,Well stocked
1375,6.5961551,3.284844,Kiosk,,Coca-Cola Pepsi Bigi RC Cola 7Up Fanta Sprite La Casera Schweppes Mirinda Teem American Cola,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,,On shelf/carton On display stand,1,0,1,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Coke,,Well stocked
1376,6.579077,3.2430644,Shop,,Coca-Cola Pepsi 7Up Mirinda Others,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,None,On display stand,0,0,1,0,0,,Glass bottle (35cl/60cl),0,1,0,0,,Pepsi,,Well stocked
1377,6.5791814,3.2430585,Shop,,Coca-Cola Pepsi Fanta American Cola 7Up,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Hard to tell,,Partially stocked
1378,6.5792174,3.2429517,Shop,,Coca-Cola Pepsi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Pepsi,,Well stocked
1379,6.5791639,3.2429933,Shop,,Coca-Cola Pepsi Mirinda 7Up,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,,On display stand,0,0,1,0,0,,Glass bottle (35cl/60cl),0,1,0,0,,Pepsi,,Partially stocked
1380,6.5792203,3.2430479,Shop,,Coca-Cola Fanta Others,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,None,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Well stocked
1381,6.5790897,3.2429946,Shop,,Coca-Cola Fanta Pepsi Sprite American Cola Others,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,Coca-Cola,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Well stocked
1382,6.5790762,3.2429248,Shop,,Coca-Cola Pepsi La Casera,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,Coke,,Well stocked
1383,6.579122,3.2429903,Shop,,Pepsi American Cola Others,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,None,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Hard to tell,,Partially stocked
1384,6.5791838,3.2429732,Shop,,Pepsi American Cola,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,Glass bottle (35cl/60cl) PET bottle (50cl/1L),1,1,0,0,,All equal,,Partially stocked
1385,6.5791253,3.2430299,Shop,,Coca-Cola Pepsi 7Up American Cola,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1386,6.57912,3.2430283,Shop,,Coca-Cola Pepsi 7Up,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,Glass bottle (35cl/60cl),0,1,0,0,,Pepsi,,Well stocked
1387,6.5791864,3.2430565,Shop,,Coca-Cola Others,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,None,On display stand,0,0,1,0,0,,Glass bottle (35cl/60cl) PET bottle (50cl/1L),1,1,0,0,,Hard to tell,,Partially stocked
1388,6.5791648,3.2430327,Shop,,Coca-Cola Pepsi 7Up Fanta Sprite La Casera Schweppes Fayrouz Mirinda American Cola Others,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,Coca-Cola,On display stand,0,0,1,0,0,,PET bottle (50cl/1L) Can (33cl),1,0,1,0,,Coke,,Well stocked
1389,6.5792484,3.2430589,Shop,,Coca-Cola Fanta Pepsi Others,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,None,On display stand,0,0,1,0,0,,PET bottle (50cl/1L) Can (33cl),1,0,1,0,,Coke,,Partially stocked
1390,6.5791467,3.2431127,Shop,,Coca-Cola Pepsi Fanta La Casera,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Partially stocked
1391,6.5790948,3.2431044,Shop,,Coca-Cola Pepsi Fanta Sprite,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Well stocked
1392,6.5792924,3.2430391,Shop,,Pepsi 7Up,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Pepsi,,Well stocked
1393,6.5791165,3.2429385,Shop,,Pepsi Fanta Sprite La Casera Coca-Cola American Cola,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L) Can (33cl),1,0,1,0,,All equal,,Well stocked
1394,6.543206,3.2291407,Shop,,Pepsi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,Glass bottle (35cl/60cl),0,1,0,0,,Pepsi,,Well stocked
1395,6.5441859,3.2296154,Shop,,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Outside,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,Outside,Almost empty
1396,6.5442795,3.2296796,Shop,,Coca-Cola Pepsi 7Up Fanta,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
1397,6.5442007,3.2297169,Shop,,Pepsi 7Up,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,Glass bottle (35cl/60cl),0,1,0,0,,All equal,,Partially stocked
1398,6.544187,3.2297683,Shop,,Bigi La Casera,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
1399,6.5441811,3.2296041,Shop,,Bigi American Cola,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
1400,6.5441883,3.2296233,Shop,,Sprite American Cola,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
1401,6.5441707,3.229784,Shop,,Pepsi Coca-Cola,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
1402,6.5443146,3.2299612,Shop,,Sprite American Cola,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
1403,6.5442198,3.2298331,Shop,,Coca-Cola,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Partially stocked
1404,6.5441839,3.2297633,Shop,,Bigi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Bigi,,Almost empty
1405,6.5442435,3.2296831,Shop,,Pepsi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Pepsi,,Well stocked
1406,6.5442212,3.2298892,Shop,,Coca-Cola Sprite 7Up,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,Glass bottle (35cl/60cl) PET bottle (50cl/1L),1,1,0,0,,All equal,,Partially stocked
1407,6.5443482,3.2298329,Shop,,7Up,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,Glass bottle (35cl/60cl),0,1,0,0,,Others,Outside and inside,Well stocked
1408,6.5443183,3.2296782,Shop,,Pepsi La Casera American Cola,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
1409,6.5442217,3.2297579,Shop,,Pepsi Coca-Cola,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1410,6.5441599,3.2299684,Shop,,Fanta,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,Outside and inside,Well stocked
1411,6.5438666,3.2296228,Shop,,Coca-Cola Pepsi Fanta Sprite American Cola,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1412,6.5440968,3.22936,Shop,,RC Cola Coca-Cola La Casera,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1413,6.61012,3.26188,Shop,,American Cola,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,American cola,Well stocked
1414,6.6101333,3.261925,Shop,,Pepsi Fanta 7Up American Cola,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1415,6.6101333,3.2619067,Shop,,Coca-Cola Pepsi 7Up Fanta Sprite American Cola,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1416,6.6101467,3.2619217,Shop,,Coca-Cola Pepsi Fanta La Casera RC Cola,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1417,6.6101317,3.261905,Shop,,Coca-Cola Pepsi 7Up Fanta,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1418,6.6101217,3.2619167,Shop,,7Up La Casera Mirinda Teem,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1419,6.6101133,3.2619183,Shop,,Coca-Cola,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Well stocked
1420,6.6101133,3.2619183,Shop,,Pepsi Coca-Cola La Casera Mirinda Teem,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,,In refridgerator/cooler,0,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1421,6.61012,3.2618883,Shop,,Fanta,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,Fanta,Almost empty
1422,6.61013,3.261885,Shop,,7Up RC Cola La Casera,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1423,6.610135,3.2618767,Shop,,Coca-Cola Fanta Others,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Bigi tropical,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
1424,6.6101117,3.2618933,Shop,,Coca-Cola Pepsi Fanta,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,Others,0,0,0,0,1,On the floor,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1425,6.6101117,3.2618933,Shop,,Pepsi 7Up Fanta,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Pepsi,,Well stocked
1426,6.61014,3.261895,Open market stall,,Bigi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,Others,0,0,0,0,1,On the floor,PET bottle (50cl/1L),1,0,0,0,,Bigi,,Well stocked
1427,6.6101233,3.2618667,Shop,,7Up,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,7up,Almost empty
1428,6.6101233,3.2618667,Shop,,Teem,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Others,0,0,0,0,1,Arrange on the floor,PET bottle (50cl/1L),1,0,0,0,,Others,Teem,Well stocked
1429,6.6101489,3.2619171,Shop,,Coca-Cola Fanta Sprite,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Almost empty
1430,6.6101325,3.2619171,Shop,,Pepsi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,Others,0,0,0,0,1,On the floor,PET bottle (50cl/1L),1,0,0,0,,Pepsi,,Well stocked
1431,6.6101435,3.2618922,Shop,,American Cola,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,American,Almost empty
1432,6.610104,3.2618909,Shop,,Pepsi Fanta Sprite American Cola,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1433,6.6101795,3.2619028,Shop,,Pepsi American Cola,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Almost empty
1434,6.6100641,3.2619148,Shop,,Pepsi Coca-Cola Fanta 7Up Sprite La Casera Teem,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1435,6.6100939,3.2619215,Shop,,Pepsi Coca-Cola Fanta,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1436,6.6101212,3.2618845,Shop,,Coca-Cola Pepsi RC Cola Fanta American Cola,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1437,6.6574358,3.2903601,Shop,,American Cola Bigi,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Almost empty
1438,6.6587389,3.2900757,Shop,,Pepsi American Cola,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
1439,6.6586331,3.2897901,Shop,,Coca-Cola American Cola Sprite Fanta,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,American cola,Partially stocked
1440,6.6582534,3.2890365,Shop,,Coca-Cola American Cola Pepsi Fanta La Casera,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
1441,6.65742,3.2882852,Shop,,Pepsi American Cola Coca-Cola Fanta La Casera,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
1442,6.6593965,3.2897034,Shop,,Mirinda Fanta 7Up,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,,On display stand,0,0,1,0,0,,Glass bottle (35cl/60cl),0,1,0,0,,All equal,,Partially stocked
1443,6.6599892,3.2915462,Shop,,Coca-Cola American Cola Pepsi Fanta,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
1444,6.6599931,3.2915673,Shop,,Coca-Cola American Cola Pepsi Fanta La Casera,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
1445,6.6621736,3.2901108,Shop,,Pepsi Mirinda,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,On display stand,0,0,1,0,0,,Glass bottle (35cl/60cl),0,1,0,0,,All equal,,Well stocked
1446,6.6621038,3.2899734,Shop,,Fanta,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
1447,6.662111,3.2899423,Shop,,La Casera Bigi,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1448,6.66209,3.28997,Shop,,Bigi Coca-Cola Sprite,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,All equal,,Well stocked
1449,6.6623214,3.2898504,Shop,,Bigi American Cola La Casera,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1450,6.662347,3.2898423,Shop,,American Cola,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Others,American cola,Well stocked
1451,6.6633716,3.2874907,Shop,,Bigi Coca-Cola La Casera Fanta,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Partially stocked
1452,6.6630758,3.2872479,Shop,,American Cola Fanta Pepsi,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
1453,6.663079,3.2873097,Shop,,7Up Pepsi Mirinda Bigi,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,,On display stand,0,0,1,0,0,,Glass bottle (35cl/60cl),0,1,0,0,,Others,7up,Partially stocked
1454,6.6630067,3.287315,Shop,,American Cola,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,On display stand,0,0,1,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Partially stocked
1455,6.6107047,3.2954192,Shop,,Coca-Cola Pepsi Bigi 7Up Fanta Sprite American Cola Teem,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,Coke,,Well stocked
1456,6.6090582,3.2958021,Shop,,Coca-Cola Pepsi 7Up Fanta Sprite American Cola,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,All equal,,Well stocked
1457,6.6089306,3.2955383,Shop,,Coca-Cola Pepsi RC Cola American Cola Teem La Casera Sprite Fanta,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L) Glass bottle (35cl/60cl),1,1,0,0,,All equal,,Well stocked
1458,6.608948,3.2958782,Shop,,Coca-Cola Pepsi 7Up Fanta Sprite Schweppes La Casera American Cola Teem,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L) Can (33cl),1,0,1,0,,All equal,,Well stocked
1459,6.6168545,3.298435,Shop,,Coca-Cola Pepsi 7Up Fanta Sprite La Casera Schweppes Fayrouz Teem American Cola,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,,On shelf/carton In refridgerator/cooler With consumer (actively being consumed),1,1,0,0,0,,PET bottle (50cl/1L) Can (33cl),1,0,1,0,,All equal,,Well stocked
1460,6.6166265,3.298314,Shop,,Coca-Cola Pepsi 7Up Fanta Sprite La Casera Schweppes Fayrouz Teem American Cola,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L) Can (33cl),1,0,1,0,,All equal,,Well stocked
1461,6.6164178,3.2981095,Shop,,Coca-Cola Pepsi Fanta Sprite American Cola La Casera,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1462,6.6165764,3.2978679,Shop,,Coca-Cola Pepsi Fanta Sprite American Cola Teem Fayrouz Schweppes,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,,On shelf/carton In refridgerator/cooler,1,1,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
1463,6.6157456,3.2980681,Shop,,Pepsi Coca-Cola 7Up Fanta Sprite La Casera Schweppes Fayrouz American Cola Teem,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,,On shelf/carton,1,0,0,0,0,,PET bottle (50cl/1L),1,0,0,0,,All equal,,Well stocked
